,Speaker Party,Speaker,"('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'bundesverfass')","('absatz', 'litera')","('absatz', 'streich')","('acht', 'kanton')","('ahv', 'iv')","('allgemein', 'teil')","('allgemein', 'volksinitiativ')","('antrag', 'artikel')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'plattn')","('antrag', 'stell')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'or')","('ausdruck', 'gebracht')","('auseinand', 'gesetzt')","('auslanderinn', 'ausland')","('aussenpolit', 'kommission')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'bund')","('beim', 'eintret')","('bereit', 'erwahnt')","('bereit', 'heut')","('beschluss', 'nationalrat')","('besteht', 'darin')","('betrag', 'million')","('betroff', 'person')","('bilateral', 'abkomm')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('botschaft', 'bundesrat')","('brunn', 'christian')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'auslanderfrag')","('bundesamt', 'fluchtling')","('bundesamt', 'justiz')","('bundesamt', 'polizei')","('bundesprasident', 'leuenberg')","('bundesrat', 'antrag')","('bundesrat', 'bereit')","('bundesrat', 'entwurf')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesrat', 'losung')","('bundesrat', 'meinung')","('bundesrat', 'nationalrat')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesratin', 'dreifuss')","('corporat', 'governanc')","('cvpfraktion', 'antrag')","('cvpfraktion', 'beantragt')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'bitt')","('cvpfraktion', 'eintret')","('cvpfraktion', 'lehnt')","('cvpfraktion', 'mehrheit')","('cvpfraktion', 'meinung')","('cvpfraktion', 'unterstutzt')","('d', 'h')","('dafur', 'empfehl')","('dafur', 'verstandnis')","('darauf', 'hingewies')","('darf', 'sag')","('darum', 'geht')","('davon', 'ausgeh')","('de', 'dardel')","('delegiert', 'minist')","('demograph', 'entwickl')","('deshalb', 'meinung')","('deshalb', 'muss')","('deshalb', 'richtig')","('direkt', 'bundessteu')","('diskussion', 'kommission')","('drei', 'jahr')","('einfuhr', 'tarmed')","('einseit', 'massnahm')","('einstimm', 'kommission')","('embryonal', 'stammzell')","('entscheid', 'fall')","('entscheid', 'gefallt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erst', 'lesung')","('erst', 'lini')","('erteil', 'rahmenbewill')","('etwa', 'million')","('europa', 'union')","('fassung', 'bundesrat')","('fassung', 'nationalrat')","('fdpfraktion', 'antrag')","('fdpfraktion', 'beantrag')","('fdpfraktion', 'begrusst')","('fdpfraktion', 'bitt')","('fdpfraktion', 'eintret')","('fdpfraktion', 'empfehl')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'steht')","('fdpfraktion', 'unterstutzt')","('fdpfraktion', 'vorlag')","('flankier', 'massnahm')","('flughaf', 'zurich')","('folg', 'geb')","('frag', 'herrn')","('frank', 'jahr')","('frank', 'mehr')","('frank', 'wenig')","('frau', 'beerli')","('frau', 'brunn')","('frau', 'fassl')","('frau', 'forst')","('frau', 'spoerry')","('freiwill', 'ahv')","('fried', 'sicherheitspolit')","('funf', 'jahr')","('ganz', 'einfach')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'schweiz')","('ganz', 'wichtig')","('gefahr', 'straftat')","('gegeb', 'zeit')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'artikel')","('gemass', 'bundesrat')","('gesagt', 'word')","('geschied', 'witw')","('gesetz', 'grundlag')","('gewiss', 'verstandnis')","('gross', 'mehrheit')","('grund', 'dafur')","('grund', 'weshalb')","('herr', 'brandli')","('herr', 'buttik')","('herr', 'david')","('herr', 'hofmann')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'maiss')","('herr', 'merz')","('herr', 'plattn')","('herr', 'reimann')","('herr', 'schluer')","('herr', 'schmid')","('herr', 'schweig')","('herr', 'stadl')","('herr', 'stahelin')","('herr', 'strahm')","('herrn', 'bundesprasident')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'leuenberg')","('hess', 'han')","('heut', 'morg')","('initiativ', 'folg')","('inn', 'sich')","('ja', 'schon')","('jurist', 'person')","('kanton', 'gemeind')","('kanton', 'luz')","('kanton', 'uri')","('kanton', 'zurich')","('kenntnis', 'nehm')","('kinderlos', 'witw')","('klar', 'meinung')","('klein', 'kanton')","('kolleg', 'david')","('kolleg', 'leuenberg')","('kolleg', 'maiss')","('kolleg', 'plattn')","('kolleg', 'schmid')","('kommission', 'antrag')","('kommission', 'artikel')","('kommission', 'auffass')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'folg')","('kommission', 'meinung')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('konstruktiv', 'referendum')","('konsumentinn', 'konsument')","('kurz', 'bemerk')","('landlich', 'raum')","('lang', 'zeit')","('lasst', 'mitteil')","('letzt', 'mal')","('leutenegg', 'oberholz')","('litera', 'b')","('losung', 'find')","('mehr', 'benotigt')","('mehr', 'geld')","('mehrheit', 'bleib')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'zuzustimm')","('meinung', 'bundesrat')","('meinung', 'kommission')","('meinung', 'mehrheit')","('meinung', 'sei')","('meinung', 'soll')","('mieterinn', 'miet')","('million', 'frank')","('mind', 'i')","('mind', 'ii')","('mind', 'kommission')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mitteil', 'mehrheit')","('mocht', 'beliebt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'kurz')","('monist', 'syst')","('motion', 'postulat')","('motion', 'uberweis')","('nach', 'generation')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nation', 'uni')","('nationalrat', 'artikel')","('nationalrat', 'beschloss')","('nationalrat', 'bloch')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('natur', 'person')","('neu', 'artikel')","('neu', 'auslandergesetz')","('neu', 'finanzausgleich')","('neu', 'steu')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('pensionskass', 'bund')","('postulat', 'uberweis')","('pro', 'helvetia')","('pro', 'jahr')","('rechnung', 'getrag')","('rechnung', 'trag')","('richtig', 'richtung')","('rund', 'milliard')","('sag', 'bundesrat')","('sag', 'darf')","('schluss', 'gekomm')","('schmid', 'carlo')","('schon', 'erwahnt')","('schon', 'gesagt')","('schriftlich', 'bericht')","('schweizer', 'nationalbank')","('sech', 'jahr')","('seit', 'jahr')","('servic', 'public')","('sinkend', 'beitragsskala')","('sinn', 'bitt')","('spfraktion', 'bitt')","('spfraktion', 'mocht')","('spfraktion', 'unterstutzt')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'folg')","('stell', 'fest')","('stellung', 'nehm')","('stimm', 'enthalt')","('strukturell', 'defizit')","('svpfraktion', 'antrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'stimmt')","('svpfraktion', 'unterstutzt')","('teil', 'meinung')","('uberzahl', 'embryon')","('uns', 'kommission')","('verdeckt', 'ermittl')","('verdeckt', 'ermittlungsperson')","('vergang', 'jahr')","('vier', 'jahr')","('volk', 'stand')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlauf', 'aufnahm')","('vorstoss', 'motion')","('vorstoss', 'rahm')","('votum', 'herrn')","('werdend', 'leb')","('wirtschaft', 'leistungsfah')","('wurd', 'bereit')","('wurd', 'kommission')","('zehn', 'jahr')","('zuhand', 'materiali')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'etapp')","('zweit', 'saul')"
63,FDP.Die Liberalen (FDP-Liberale),Hans Hess,4,12,8,10,5,0,0,0,0,3,9,1,7,3,0,2,15,0,34,92,0,3,2,1,0,23,10,12,5,1,5,8,14,12,4,7,2,0,7,0,0,0,0,5,0,5,6,4,16,0,0,0,0,2,1,5,1,3,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,1,27,3,4,2,0,0,0,1,1,2,5,1,4,0,0,4,0,0,0,1,15,7,2,6,0,1,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,1,5,1,0,0,0,0,4,0,0,0,9,0,4,0,5,1,0,2,15,3,6,0,15,1,2,0,4,0,2,0,4,0,1,0,2,0,0,1,3,0,1,0,1,1,0,0,0,4,0,0,0,0,0,1,7,0,0,9,1,2,1,11,0,0,1,0,2,3,0,2,1,1,7,61,4,5,13,6,3,3,5,0,0,3,1,12,0,1,0,3,3,2,0,0,0,0,2,17,0,2,3,5,2,0,0,0,65,2,0,1,0,0,0,0,0,0,2,0,4,7,0,6,0,0,0,2,0,0,0,5,1,0,6,8,0,9,0,5,0,8,1,12,1,5,0,14,6,10,0,0,0,0,1,1,0,2,1,1,2,0,3,0,1,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,3,6,5,0,2,0,2,0,1,0,0,4,2,9,1,3,1,3,2,0
64,FDP.Die Liberalen (FDP-Liberale),Hans Rudolf Gysin,0,4,0,0,0,0,1,0,0,0,0,2,2,13,0,0,0,0,0,5,0,2,1,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,3,0,1,1,0,1,0,0,3,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,34,8,3,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,1,0,3,1,0,1,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0
65,FDP.Die Liberalen (FDP-Liberale),Hans-Rudolf Merz,4,1,3,1,1,0,1,1,0,3,7,2,4,2,6,2,5,0,15,36,0,4,2,0,5,3,3,0,5,6,5,4,1,3,3,8,0,1,5,1,6,0,0,3,2,1,0,0,7,0,1,0,0,0,2,3,5,2,2,0,0,0,0,18,4,1,0,0,0,0,0,0,0,0,0,8,0,0,11,3,0,8,0,0,4,5,3,0,9,3,7,0,0,0,0,0,0,4,8,1,0,23,0,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,3,4,2,4,0,4,4,0,0,2,3,18,8,2,5,0,1,11,2,3,1,7,0,2,0,1,1,0,5,7,3,1,7,0,43,4,1,0,5,1,0,2,0,2,2,0,6,3,10,5,3,11,1,9,4,0,1,0,0,6,20,0,1,3,3,15,1,8,2,2,3,0,10,1,4,2,4,1,3,1,0,0,2,0,6,0,3,0,1,0,2,0,0,0,0,0,6,0,1,4,1,1,0,0,0,133,0,0,1,1,0,0,0,1,6,4,0,3,7,4,29,0,0,0,3,0,0,0,0,0,0,6,0,3,2,0,5,0,6,0,5,4,7,0,1,1,7,1,0,1,1,2,1,1,4,1,1,5,7,1,0,1,0,0,0,7,0,0,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,13,2,0,0,0,2,0,2,0,0,1,1,15,0,2,14,4,0,2
66,FDP.Die Liberalen (FDP-Liberale),Hansjakob Leutenegger,2,2,0,0,0,0,0,0,0,0,2,4,2,13,0,0,1,0,0,16,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,6,2,1,13,1,2,1,0,0,1,3,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,10,0,2,1,1,0,1,0,1,0,0,1,0,2,7,2,2,0,6,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,9,0,3,0,0,0,0,0,0,18,5,9,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
67,FDP.Die Liberalen (FDP-Liberale),Helen Leumann,3,2,0,2,0,0,0,0,0,0,0,1,2,6,1,1,2,0,0,11,0,0,0,0,0,3,1,0,1,1,1,1,3,9,0,1,0,2,6,0,2,3,0,1,0,0,2,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,5,1,0,0,0,0,0,0,1,4,2,1,5,0,0,1,4,1,0,1,4,1,1,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,8,2,3,1,4,0,0,0,7,0,1,0,4,2,0,0,5,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,1,12,0,0,4,0,0,0,1,5,1,1,0,1,2,0,2,0,1,1,0,1,5,0,0,3,0,0,3,0,0,0,0,3,1,0,0,0,0,4,5,0,0,2,1,0,0,0,0,16,2,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,3,2,1,2,1,0,0,0,4,0,5,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,5,4,1,0,0,0,0,0,0,0,1,1,3,4,1,0,0,1,3,1
68,FDP.Die Liberalen (FDP-Liberale),Johann N. Schneider-Ammann,1,0,1,0,1,0,0,0,0,0,0,0,5,10,0,0,0,2,4,7,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,2,0,0,4,0,1,0,1,0,0,0,1,1,2,0,0,1,2,0,19,2,2,0,4,0,0,1,0,0,0,1,0,0,0,0,2,2,1,2,0,0,0,0,1,0,1,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,1,0,0,8,10,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0
69,FDP.Die Liberalen (FDP-Liberale),Johannes Randegger,1,6,0,10,0,0,0,0,0,0,5,5,9,9,0,3,0,0,0,26,0,7,4,0,0,1,1,1,4,0,1,0,1,0,3,1,0,0,4,0,2,1,2,1,0,3,4,0,4,0,0,2,0,1,4,1,4,0,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,10,0,0,3,0,4,2,0,0,0,0,0,0,0,0,3,0,0,1,38,1,0,1,7,0,3,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,3,1,0,0,3,0,0,4,2,0,0,0,0,0,0,0,5,1,7,1,1,2,0,0,8,1,4,0,7,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,0,3,0,0,1,2,12,8,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,1,4,19,0,1,0,1,0,0,0,0,45,8,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,12,0,0,5,7,1,3,1,0,0,0,1,0,1,1,0,0,1,2,0,0,2,0,0,0,8,0,1,3,2,11,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,5,1,0,1,0,1,0,0,0,0,1,9,0,3,0,0,2,1,0
70,FDP.Die Liberalen (FDP-Liberale),Karl Tschuppert,1,3,0,0,2,0,0,0,0,2,1,1,8,35,0,1,1,0,9,24,0,0,1,0,0,0,1,2,1,0,3,0,1,0,0,2,0,0,19,0,8,5,15,0,0,3,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,1,0,0,0,2,1,1,0,0,2,0,0,0,0,1,0,0,5,1,0,4,0,2,0,0,0,5,0,1,2,2,0,0,5,2,0,0,0,1,0,16,0,0,2,0,0,0,4,0,0,0,0,8,1,9,0,1,0,0,0,6,0,3,1,3,0,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0,9,10,2,2,0,1,6,0,6,2,0,1,0,0,0,0,0,0,2,0,0,2,1,1,1,0,4,0,1,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,4,6,0,7,0,6,2,0,0,0,29,5,0,0,4,3,0,0,0,0,0,0,0,2,0,3,0,0,11,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,3,2,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,4,7,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,1,1,0,0,6,1,0,0
71,FDP.Die Liberalen (FDP-Liberale),Kaspar Villiger,2,5,4,0,0,0,20,1,0,1,29,8,56,113,4,9,5,6,13,37,3,2,0,2,3,0,0,0,33,85,36,4,10,7,12,11,6,1,52,1,16,29,1,4,4,1,1,0,45,2,2,18,7,3,28,34,20,11,1,36,95,5,12,0,5,2,0,0,0,0,0,0,0,0,0,47,23,23,79,56,16,35,4,0,27,24,53,9,96,6,57,0,0,1,0,30,29,9,36,2,9,18,0,67,40,9,3,0,0,0,0,0,0,0,0,0,0,0,0,27,1,8,44,29,30,25,3,15,24,6,34,0,0,50,85,189,22,5,7,0,30,56,21,17,23,13,4,59,0,21,48,3,194,49,13,23,20,24,1,39,9,36,29,27,10,24,15,18,14,21,0,20,0,19,3,29,5,11,38,25,16,6,0,18,29,0,38,5,0,1,0,0,1,6,2,0,8,10,15,2,2,0,1,20,0,3,6,0,14,0,34,14,0,42,7,17,6,0,0,14,45,0,59,21,3,4,42,31,0,877,41,31,3,18,33,0,14,3,15,18,1,23,29,44,165,40,0,0,1,0,0,0,0,7,1,3,10,40,6,0,32,16,52,0,38,14,33,5,35,11,18,13,19,38,24,85,6,6,64,0,24,10,22,13,0,23,0,0,0,10,2,7,115,40,3,44,0,0,0,0,0,0,0,0,0,37,0,0,0,0,6,39,9,57,3,1,11,0,19,0,8,5,1,74,12,27,84,42,3,16
72,FDP.Die Liberalen (FDP-Liberale),Kurt Wasserfallen,2,2,0,0,2,0,0,0,0,2,1,0,0,4,0,2,1,0,14,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,1,2,2,0,4,0,2,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,8,1,0,0,0,1,3,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,7,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,1,1,1,1,0,0,4,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0
73,FDP.Die Liberalen (FDP-Liberale),Käthi Bangerter,1,5,1,0,2,0,0,0,0,0,1,0,2,9,0,0,0,1,0,19,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,3,0,0,2,0,0,0,3,0,0,1,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,20,0,0,8,0,0,0,0,0,2,0,2,1,4,3,3,0,0,0,0,0,0,1,6,2,0,2,0,2,0,4,0,3,0,1,0,3,1,4,0,2,0,0,0,0,0,0,0,9,2,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,4,1,1,0,5,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,5,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,5,12,1,7,0,0,0,0,1,0,171,0,0,1,1,5,0,0,0,0,0,0,0,8,0,6,0,0,13,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,5,2,1,10,5,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,10,0,0,0,0,2,0,0,0,0,4,1,1,0,3,1,4,0,0
74,FDP.Die Liberalen (FDP-Liberale),Lili Nabholz,0,0,0,0,0,0,0,0,0,0,1,0,5,7,0,0,2,0,0,2,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,FDP.Die Liberalen (FDP-Liberale),Marc Frédéric Suter,2,1,3,2,0,0,0,1,0,1,4,4,7,28,0,0,1,8,0,23,1,4,2,0,3,0,0,0,1,3,0,1,3,0,1,0,0,1,6,0,3,2,7,1,0,0,2,0,3,0,0,2,0,0,1,3,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,9,0,0,0,2,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,2,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,3,1,1,1,0,0,0,0,0,0,2,2,19,1,4,2,0,0,22,6,3,6,4,0,5,0,6,1,1,2,2,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,2,0,0,1,0,0,1,0,2,1,0,2,1,0,3,1,0,0,0,0,0,0,0,0,3,0,1,4,1,4,1,4,0,0,0,0,0,0,0,1,0,1,0,2,5,0,1,0,0,0,5,9,0,0,0,2,0,0,0,0,9,8,7,1,0,1,0,0,0,1,2,0,0,0,1,3,0,0,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,2,6,8,1,0,0,1,6,0,0,2,0,0,0,3,2,0,1,0,0,0,2,0,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,3,0,0,1,0,8,2,2,0,2,0,19
